300,420
240.389,14.6106,112.576
240.998,14.0021,112.576
241.607,13.3935,112.576
242.215,12.7849,112.576
242.824,12.1764,112.576
243.432,11.5678,112.576
244.041,10.9592,112.576
244.649,10.3507,112.576
245.258,9.74208,112.576
245.866,9.13351,112.576
246.475,8.52495,112.576
247.084,7.91638,112.576
247.692,7.30782,112.576
248.301,6.69925,112.576
248.909,6.09068,112.576
249.518,5.48212,112.576
250.126,4.87355,112.576
250.735,4.26498,112.576
251.344,3.65642,112.576
251.952,3.04784,112.576
252.561,2.43927,112.576
253.169,1.8307,112.576
253.778,1.22214,112.576
254.386,0.613571,112.576
254.995,0.00500488,112.576
0.005,254.995,111.723
0.613568,254.386,111.723
1.22214,253.778,111.723
1.8307,253.169,111.723
2.43927,252.561,111.723
3.04784,251.952,111.723
3.65641,251.344,111.723
4.26498,250.735,111.723
4.87354,250.126,111.723
5.48211,249.518,111.723
6.09068,248.909,111.723
6.69925,248.301,111.723
7.30782,247.692,111.723
7.91638,247.084,111.723
8.52495,246.475,111.723
9.13352,245.866,111.723
9.74209,245.258,111.723
10.3507,244.649,111.723
10.9592,244.041,111.723
11.5678,243.432,111.723
12.1764,242.824,111.723
12.7849,242.215,111.723
13.3935,241.607,111.723
14.0021,240.998,111.723
14.6106,240.389,111.723
15.2192,239.781,111.723
15.8278,239.172,111.723
16.4363,238.564,111.723
17.0449,237.955,111.723
17.6535,237.347,111.723
18.262,236.738,111.723
18.8706,236.129,111.723
19.4792,235.521,111.723
20.0877,234.912,111.723
20.6963,234.304,111.723
21.3049,233.695,111.723
21.9134,233.087,111.723
22.522,232.478,111.723
23.1306,231.869,111.723
23.7392,231.261,111.723
24.3477,230.652,111.723
24.9563,230.044,111.723
25.5649,229.435,111.723
26.1734,228.827,111.723
26.782,228.218,111.723
27.3906,227.609,111.723
27.9991,227.001,111.723
28.6077,226.392,111.723
29.2163,225.784,111.723
29.8248,225.175,111.723
30.4334,224.567,111.723
31.042,223.958,111.723
31.6505,223.349,111.723
32.2591,222.741,111.723
32.8677,222.132,111.723
33.4762,221.524,111.723
34.0848,220.915,111.723
34.6934,220.307,111.723
35.3019,219.698,111.723
35.9105,219.089,111.723
36.5191,218.481,111.723
37.1277,217.872,111.723
37.7362,217.264,111.723
38.3448,216.655,111.723
38.9534,216.047,111.723
39.5619,215.438,111.723
40.1705,214.83,111.723
40.7791,214.221,111.723
41.3876,213.612,111.723
41.9962,213.004,111.723
42.6048,212.395,111.723
43.2133,211.787,111.723
43.8219,211.178,111.723
44.4305,210.57,111.723
45.039,209.961,111.723
45.6476,209.352,111.723
46.2562,208.744,111.723
46.8647,208.135,111.723
47.4733,207.527,111.723
48.0819,206.918,111.723
48.6904,206.31,111.723
49.299,205.701,111.723
49.9076,205.092,111.723
50.5161,204.484,111.723
51.1247,203.875,111.723
51.7333,203.267,111.723
52.3418,202.658,111.723
52.9504,202.05,111.723
53.559,201.441,111.723
54.1676,200.832,111.723
54.7761,200.224,111.723
55.3847,199.615,111.723
55.9933,199.007,111.723
56.6018,198.398,111.723
57.2104,197.79,111.723
57.819,197.181,111.723
58.4275,196.572,111.723
59.0361,195.964,111.723
59.6447,195.355,111.723
60.2532,194.747,111.723
60.8618,194.138,111.723
61.4704,193.53,111.723
62.0789,192.921,111.723
62.6875,192.312,111.723
63.2961,191.704,111.723
63.9046,191.095,111.723
64.5132,190.487,111.723
65.1218,189.878,111.723
65.7303,189.27,111.723
66.3389,188.661,111.723
66.9475,188.053,111.723
67.5561,187.444,111.723
68.1646,186.835,111.723
68.7732,186.227,111.723
69.3818,185.618,111.723
69.9903,185.01,111.723
70.5989,184.401,111.723
71.2075,183.793,111.723
71.816,183.184,111.723
72.4246,182.575,111.723
73.0332,181.967,111.723
73.6417,181.358,111.723
74.2503,180.75,111.723
74.8589,180.141,111.723
75.4674,179.533,111.723
76.076,178.924,111.723
76.6846,178.315,111.723
77.2931,177.707,111.723
77.9017,177.098,111.723
78.5103,176.49,111.723
79.1188,175.881,111.723
79.7274,175.273,111.723
80.336,174.664,111.723
80.9445,174.055,111.723
81.5531,173.447,111.723
82.1617,172.838,111.723
82.7702,172.23,111.723
83.3788,171.621,111.723
83.9874,171.013,111.723
84.596,170.404,111.723
85.2045,169.795,111.723
85.8131,169.187,111.723
86.4217,168.578,111.723
87.0302,167.97,111.723
87.6388,167.361,111.723
88.2474,166.753,111.723
88.8559,166.144,111.723
89.4645,165.535,111.723
90.0731,164.927,111.723
90.6816,164.318,111.723
91.2902,163.71,111.723
91.8988,163.101,111.723
92.5073,162.493,111.723
93.1159,161.884,111.723
93.7245,161.276,111.723
94.333,160.667,111.723
94.9416,160.058,111.723
95.5502,159.45,111.723
96.1587,158.841,111.723
96.7673,158.233,111.723
97.3759,157.624,111.723
97.9845,157.016,111.723
98.593,156.407,111.723
99.2016,155.798,111.723
99.8102,155.19,111.723
100.419,154.581,111.723
101.027,153.973,111.723
101.636,153.364,111.723
102.244,152.756,111.723
102.853,152.147,111.723
103.462,151.538,111.723
104.07,150.93,111.723
104.679,150.321,111.723
105.287,149.713,111.723
105.896,149.104,111.723
106.504,148.496,111.723
107.113,147.887,111.723
107.722,147.278,111.723
108.33,146.67,111.723
108.939,146.061,111.723
109.547,145.453,111.723
110.156,144.844,111.723
110.764,144.236,111.723
111.373,143.627,111.723
111.982,143.018,111.723
112.59,142.41,111.723
113.199,141.801,111.723
113.807,141.193,111.723
114.416,140.584,111.723
115.024,139.976,111.723
115.633,139.367,111.723
116.241,138.759,111.723
116.85,138.15,111.723
117.459,137.541,111.723
118.067,136.933,111.723
118.676,136.324,111.723
119.284,135.716,111.723
119.893,135.107,111.723
120.501,134.499,111.723
121.11,133.89,111.723
121.719,133.281,111.723
122.327,132.673,111.723
122.936,132.064,111.723
123.544,131.456,111.723
124.153,130.847,111.723
124.761,130.239,111.723
125.37,129.63,111.723
125.979,129.021,111.723
126.587,128.413,111.723
127.196,127.804,111.723
127.804,127.196,111.723
128.413,126.587,111.723
129.021,125.979,111.723
129.63,125.37,111.723
130.239,124.761,111.723
130.847,124.153,111.723
131.456,123.544,111.723
132.064,122.936,111.723
132.673,122.327,111.723
133.281,121.719,111.723
133.89,121.11,111.723
134.499,120.501,111.723
135.107,119.893,111.723
135.716,119.284,111.723
136.324,118.676,111.723
136.933,118.067,111.723
137.541,117.459,111.723
138.15,116.85,111.723
138.758,116.242,111.723
139.367,115.633,111.723
139.976,115.024,111.723
140.584,114.416,111.723
141.193,113.807,111.723
141.801,113.199,111.723
142.41,112.59,111.723
143.018,111.982,111.723
143.627,111.373,111.723
144.236,110.764,111.723
144.844,110.156,111.723
145.453,109.547,111.723
146.061,108.939,111.723
146.67,108.33,111.723
147.278,107.722,111.723
147.887,107.113,111.723
148.496,106.504,111.723
149.104,105.896,111.723
149.713,105.287,111.723
150.321,104.679,111.723
150.93,104.07,111.723
151.538,103.462,111.723
152.147,102.853,111.723
152.756,102.244,111.723
153.364,101.636,111.723
153.973,101.027,111.723
154.581,100.419,111.723
155.19,99.8102,111.723
155.798,99.2016,111.723
156.407,98.593,111.723
157.016,97.9845,111.723
157.624,97.3759,111.723
158.233,96.7673,111.723
158.841,96.1588,111.723
159.45,95.5502,111.723
160.058,94.9416,111.723
160.667,94.3331,111.723
161.276,93.7245,111.723
161.884,93.1159,111.723
162.493,92.5073,111.723
163.101,91.8988,111.723
163.71,91.2902,111.723
164.318,90.6816,111.723
164.927,90.0731,111.723
165.536,89.4645,111.723
166.144,88.8559,111.723
166.753,88.2474,111.723
167.361,87.6388,111.723
167.97,87.0302,111.723
168.578,86.4217,111.723
169.187,85.8131,111.723
169.795,85.2045,111.723
170.404,84.5959,111.723
171.013,83.9874,111.723
171.621,83.3788,111.723
172.23,82.7702,111.723
172.838,82.1617,111.723
173.447,81.5531,111.723
174.055,80.9445,111.723
174.664,80.336,111.723
175.273,79.7274,111.723
175.881,79.1188,111.723
176.49,78.5103,111.723
177.098,77.9017,111.723
177.707,77.2931,111.723
178.315,76.6846,111.723
178.924,76.076,111.723
179.533,75.4674,111.723
180.141,74.8589,111.723
180.75,74.2503,111.723
181.358,73.6417,111.723
181.967,73.0332,111.723
182.575,72.4246,111.723
183.184,71.816,111.723
183.793,71.2075,111.723
184.401,70.5989,111.723
185.01,69.9903,111.723
185.618,69.3818,111.723
186.227,68.7732,111.723
186.835,68.1646,111.723
187.444,67.556,111.723
188.053,66.9475,111.723
188.661,66.3389,111.723
189.27,65.7303,111.723
189.878,65.1218,111.723
190.487,64.5132,111.723
191.095,63.9046,111.723
191.704,63.2961,111.723
192.312,62.6875,111.723
192.921,62.0789,111.723
193.53,61.4704,111.723
194.138,60.8618,111.723
194.747,60.2532,111.723
195.355,59.6447,111.723
195.964,59.0361,111.723
196.572,58.4275,111.723
197.181,57.819,111.723
197.79,57.2104,111.723
198.398,56.6018,111.723
199.007,55.9933,111.723
199.615,55.3847,111.723
200.224,54.7761,111.723
200.832,54.1676,111.723
201.441,53.559,111.723
202.05,52.9504,111.723
202.658,52.3419,111.723
203.267,51.7333,111.723
203.875,51.1247,111.723
204.484,50.5161,111.723
205.092,49.9076,111.723
205.701,49.299,111.723
206.31,48.6904,111.723
206.918,48.0819,111.723
207.527,47.4733,111.723
208.135,46.8647,111.723
208.744,46.2562,111.723
209.352,45.6476,111.723
209.961,45.039,111.723
210.57,44.4305,111.723
211.178,43.8219,111.723
211.787,43.2133,111.723
212.395,42.6048,111.723
213.004,41.9962,111.723
213.612,41.3876,111.723
214.221,40.7791,111.723
214.83,40.1705,111.723
215.438,39.5619,111.723
216.047,38.9534,111.723
216.655,38.3448,111.723
217.264,37.7362,111.723
217.872,37.1276,111.723
218.481,36.5191,111.723
219.089,35.9105,111.723
219.698,35.3019,111.723
220.307,34.6934,111.723
220.915,34.0848,111.723
221.524,33.4762,111.723
222.132,32.8677,111.723
222.741,32.2591,111.723
223.349,31.6505,111.723
223.958,31.042,111.723
224.567,30.4334,111.723
225.175,29.8248,111.723
225.784,29.2163,111.723
226.392,28.6077,111.723
227.001,27.9991,111.723
227.609,27.3906,111.723
228.218,26.782,111.723
228.827,26.1734,111.723
229.435,25.5649,111.723
230.044,24.9563,111.723
230.652,24.3477,111.723
231.261,23.7392,111.723
231.869,23.1306,111.723
232.478,22.522,111.723
233.087,21.9135,111.723
233.695,21.3049,111.723
234.304,20.6963,111.723
234.912,20.0878,111.723
235.521,19.4792,111.723
236.129,18.8706,111.723
236.738,18.262,111.723
237.347,17.6535,111.723
237.955,17.0449,111.723
238.564,16.4363,111.723
239.172,15.8278,111.723
239.781,15.2192,111.723
240.389,14.6106,111.723
240.998,14.0021,111.723
241.607,13.3935,111.723
242.215,12.7849,111.723
242.824,12.1764,111.723
243.432,11.5678,111.723
244.041,10.9592,111.723
244.649,10.3507,111.723
245.258,9.74208,111.723
245.866,9.13351,111.723
246.475,8.52495,111.723
247.084,7.91638,111.723
247.692,7.30782,111.723
248.301,6.69925,111.723
248.909,6.09068,111.723
249.518,5.48212,111.723
250.126,4.87355,111.723
250.735,4.26498,111.723
251.344,3.65642,111.723
251.952,3.04784,111.723
252.561,2.43927,111.723
253.169,1.8307,111.723
253.778,1.22214,111.723
254.386,0.613571,111.723
254.995,0.00500488,111.723
0.005,254.995,110.87
0.613568,254.386,110.87
1.22214,253.778,110.87
1.8307,253.169,110.87
2.43927,252.561,110.87
3.04784,251.952,110.87
3.65641,251.344,110.87
4.26498,250.735,110.87
4.87354,250.126,110.87
5.48211,249.518,110.87
6.09068,248.909,110.87
6.69925,248.301,110.87
7.30782,247.692,110.87
7.91638,247.084,110.87
8.52495,246.475,110.87
9.13352,245.866,110.87
9.74209,245.258,110.87
10.3507,244.649,110.87
10.9592,244.041,110.87
11.5678,243.432,110.87
12.1764,242.824,110.87
12.7849,242.215,110.87
13.3935,241.607,110.87
14.0021,240.998,110.87
14.6106,240.389,110.87
15.2192,239.781,110.87
15.8278,239.172,110.87
16.4363,238.564,110.87
17.0449,237.955,110.87
17.6535,237.347,110.87
18.262,236.738,110.87
18.8706,236.129,110.87
19.4792,235.521,110.87
20.0877,234.912,110.87
20.6963,234.304,110.87
21.3049,233.695,110.87
21.9134,233.087,110.87
22.522,232.478,110.87
23.1306,231.869,110.87
23.7392,231.261,110.87
24.3477,230.652,110.87
24.9563,230.044,110.87
25.5649,229.435,110.87
26.1734,228.827,110.87
26.782,228.218,110.87
27.3906,227.609,110.87
27.9991,227.001,110.87
28.6077,226.392,110.87
29.2163,225.784,110.87
29.8248,225.175,110.87
30.4334,224.567,110.87
31.042,223.958,110.87
31.6505,223.349,110.87
32.2591,222.741,110.87
32.8677,222.132,110.87
33.4762,221.524,110.87
34.0848,220.915,110.87
34.6934,220.307,110.87
35.3019,219.698,110.87
35.9105,219.089,110.87
36.5191,218.481,110.87
37.1277,217.872,110.87
37.7362,217.264,110.87
38.3448,216.655,110.87
38.9534,216.047,110.87
39.5619,215.438,110.87
40.1705,214.83,110.87
40.7791,214.221,110.87
41.3876,213.612,110.87
41.9962,213.004,110.87
42.6048,212.395,110.87
43.2133,211.787,110.87
43.8219,211.178,110.87
44.4305,210.57,110.87
45.039,209.961,110.87
45.6476,209.352,110.87
46.2562,208.744,110.87
46.8647,208.135,110.87
47.4733,207.527,110.87
48.0819,206.918,110.87
48.6904,206.31,110.87
49.299,205.701,110.87
49.9076,205.092,110.87
50.5161,204.484,110.87
51.1247,203.875,110.87
51.7333,203.267,110.87
52.3418,202.658,110.87
52.9504,202.05,110.87
53.559,201.441,110.87
54.1676,200.832,110.87
54.7761,200.224,110.87
55.3847,199.615,110.87
55.9933,199.007,110.87
56.6018,198.398,110.87
57.2104,197.79,110.87
57.819,197.181,110.87
58.4275,196.572,110.87
59.0361,195.964,110.87
59.6447,195.355,110.87
60.2532,194.747,110.87
60.8618,194.138,110.87
61.4704,193.53,110.87
62.0789,192.921,110.87
62.6875,192.312,110.87
63.2961,191.704,110.87
63.9046,191.095,110.87
64.5132,190.487,110.87
65.1218,189.878,110.87
65.7303,189.27,110.87
66.3389,188.661,110.87
66.9475,188.053,110.87
67.5561,187.444,110.87
68.1646,186.835,110.87
68.7732,186.227,110.87
69.3818,185.618,110.87
69.9903,185.01,110.87
70.5989,184.401,110.87
71.2075,183.793,110.87
71.816,183.184,110.87
72.4246,182.575,110.87
73.0332,181.967,110.87
73.6417,181.358,110.87
74.2503,180.75,110.87
74.8589,180.141,110.87
75.4674,179.533,110.87
76.076,178.924,110.87
76.6846,178.315,110.87
77.2931,177.707,110.87
77.9017,177.098,110.87
78.5103,176.49,110.87
79.1188,175.881,110.87
79.7274,175.273,110.87
80.336,174.664,110.87
80.9445,174.055,110.87
81.5531,173.447,110.87
82.1617,172.838,110.87
82.7702,172.23,110.87
83.3788,171.621,110.87
83.9874,171.013,110.87
84.596,170.404,110.87
85.2045,169.795,110.87
85.8131,169.187,110.87
86.4217,168.578,110.87
87.0302,167.97,110.87
87.6388,167.361,110.87
88.2474,166.753,110.87
88.8559,166.144,110.87
89.4645,165.535,110.87
90.0731,164.927,110.87
90.6816,164.318,110.87
91.2902,163.71,110.87
91.8988,163.101,110.87
92.5073,162.493,110.87
93.1159,161.884,110.87
93.7245,161.276,110.87
94.333,160.667,110.87
94.9416,160.058,110.87
95.5502,159.45,110.87
96.1587,158.841,110.87
96.7673,158.233,110.87
97.3759,157.624,110.87
97.9845,157.016,110.87
98.593,156.407,110.87
99.2016,155.798,110.87
99.8102,155.19,110.87
100.419,154.581,110.87
101.027,153.973,110.87
101.636,153.364,110.87
102.244,152.756,110.87
102.853,152.147,110.87
103.462,151.538,110.87
104.07,150.93,110.87
104.679,150.321,110.87
105.287,149.713,110.87
105.896,149.104,110.87
106.504,148.496,110.87
107.113,147.887,110.87
107.722,147.278,110.87
108.33,146.67,110.87
108.939,146.061,110.87
109.547,145.453,110.87
110.156,144.844,110.87
110.764,144.236,110.87
111.373,143.627,110.87
111.982,143.018,110.87
112.59,142.41,110.87
113.199,141.801,110.87
113.807,141.193,110.87
114.416,140.584,110.87
115.024,139.976,110.87
115.633,139.367,110.87
116.241,138.759,110.87
116.85,138.15,110.87
117.459,137.541,110.87
118.067,136.933,110.87
118.676,136.324,110.87
119.284,135.716,110.87
119.893,135.107,110.87
120.501,134.499,110.87
121.11,133.89,110.87
121.719,133.281,110.87
122.327,132.673,110.87
122.936,132.064,110.87
123.544,131.456,110.87
124.153,130.847,110.87
124.761,130.239,110.87
125.37,129.63,110.87
125.979,129.021,110.87
126.587,128.413,110.87
127.196,127.804,110.87
127.804,127.196,110.87
128.413,126.587,110.87
129.021,125.979,110.87
129.63,125.37,110.87
130.239,124.761,110.87
130.847,124.153,110.87
131.456,123.544,110.87
132.064,122.936,110.87
132.673,122.327,110.87
133.281,121.719,110.87
133.89,121.11,110.87
134.499,120.501,110.87
135.107,119.893,110.87
135.716,119.284,110.87
136.324,118.676,110.87
136.933,118.067,110.87
137.541,117.459,110.87
138.15,116.85,110.87
138.758,116.242,110.87
139.367,115.633,110.87
139.976,115.024,110.87
140.584,114.416,110.87
141.193,113.807,110.87
141.801,113.199,110.87
142.41,112.59,110.87
143.018,111.982,110.87
143.627,111.373,110.87
144.236,110.764,110.87
144.844,110.156,110.87
145.453,109.547,110.87
146.061,108.939,110.87
146.67,108.33,110.87
147.278,107.722,110.87
147.887,107.113,110.87
148.496,106.504,110.87
149.104,105.896,110.87
149.713,105.287,110.87
150.321,104.679,110.87
150.93,104.07,110.87
151.538,103.462,110.87
152.147,102.853,110.87
152.756,102.244,110.87
153.364,101.636,110.87
153.973,101.027,110.87
154.581,100.419,110.87
155.19,99.8102,110.87
155.798,99.2016,110.87
156.407,98.593,110.87
157.016,97.9845,110.87
157.624,97.3759,110.87
158.233,96.7673,110.87
158.841,96.1588,110.87
159.45,95.5502,110.87
160.058,94.9416,110.87
160.667,94.3331,110.87
161.276,93.7245,110.87
161.884,93.1159,110.87
162.493,92.5073,110.87
163.101,91.8988,110.87
163.71,91.2902,110.87
164.318,90.6816,110.87
164.927,90.0731,110.87
165.536,89.4645,110.87
166.144,88.8559,110.87
166.753,88.2474,110.87
167.361,87.6388,110.87
167.97,87.0302,110.87
168.578,86.4217,110.87
169.187,85.8131,110.87
169.795,85.2045,110.87
170.404,84.5959,110.87
171.013,83.9874,110.87
171.621,83.3788,110.87
172.23,82.7702,110.87
172.838,82.1617,110.87
173.447,81.5531,110.87
174.055,80.9445,110.87
174.664,80.336,110.87
175.273,79.7274,110.87
175.881,79.1188,110.87
176.49,78.5103,110.87
177.098,77.9017,110.87
177.707,77.2931,110.87
178.315,76.6846,110.87
178.924,76.076,110.87
179.533,75.4674,110.87
180.141,74.8589,110.87
180.75,74.2503,110.87
181.358,73.6417,110.87
181.967,73.0332,110.87
182.575,72.4246,110.87
183.184,71.816,110.87
183.793,71.2075,110.87
184.401,70.5989,110.87
185.01,69.9903,110.87
185.618,69.3818,110.87
186.227,68.7732,110.87
186.835,68.1646,110.87
187.444,67.556,110.87
188.053,66.9475,110.87
188.661,66.3389,110.87
189.27,65.7303,110.87
189.878,65.1218,110.87
190.487,64.5132,110.87
191.095,63.9046,110.87
191.704,63.2961,110.87
192.312,62.6875,110.87
192.921,62.0789,110.87
193.53,61.4704,110.87
194.138,60.8618,110.87
194.747,60.2532,110.87
195.355,59.6447,110.87
195.964,59.0361,110.87
196.572,58.4275,110.87
197.181,57.819,110.87
197.79,57.2104,110.87
198.398,56.6018,110.87
199.007,55.9933,110.87
199.615,55.3847,110.87
200.224,54.7761,110.87
200.832,54.1676,110.87
201.441,53.559,110.87
202.05,52.9504,110.87
202.658,52.3419,110.87
203.267,51.7333,110.87
203.875,51.1247,110.87
204.484,50.5161,110.87
205.092,49.9076,110.87
205.701,49.299,110.87
206.31,48.6904,110.87
206.918,48.0819,110.87
207.527,47.4733,110.87
208.135,46.8647,110.87
208.744,46.2562,110.87
209.352,45.6476,110.87
209.961,45.039,110.87
210.57,44.4305,110.87
211.178,43.8219,110.87
211.787,43.2133,110.87
212.395,42.6048,110.87
213.004,41.9962,110.87
213.612,41.3876,110.87
214.221,40.7791,110.87
214.83,40.1705,110.87
215.438,39.5619,110.87
216.047,38.9534,110.87
216.655,38.3448,110.87
217.264,37.7362,110.87
217.872,37.1276,110.87
218.481,36.5191,110.87
219.089,35.9105,110.87
219.698,35.3019,110.87
220.307,34.6934,110.87
220.915,34.0848,110.87
221.524,33.4762,110.87
222.132,32.8677,110.87
222.741,32.2591,110.87
223.349,31.6505,110.87
223.958,31.042,110.87
224.567,30.4334,110.87
225.175,29.8248,110.87
225.784,29.2163,110.87
226.392,28.6077,110.87
227.001,27.9991,110.87
227.609,27.3906,110.87
228.218,26.782,110.87
228.827,26.1734,110.87
229.435,25.5649,110.87
230.044,24.9563,110.87
230.652,24.3477,110.87
231.261,23.7392,110.87
231.869,23.1306,110.87
232.478,22.522,110.87
233.087,21.9135,110.87
233.695,21.3049,110.87
234.304,20.6963,110.87
234.912,20.0878,110.87
235.521,19.4792,110.87
236.129,18.8706,110.87
236.738,18.262,110.87
237.347,17.6535,110.87
237.955,17.0449,110.87
238.564,16.4363,110.87
239.172,15.8278,110.87
239.781,15.2192,110.87
240.389,14.6106,110.87
240.998,14.0021,110.87
241.607,13.3935,110.87
242.215,12.7849,110.87
242.824,12.1764,110.87
243.432,11.5678,110.87
244.041,10.9592,110.87
244.649,10.3507,110.87
245.258,9.74208,110.87
245.866,9.13351,110.87
246.475,8.52495,110.87
247.084,7.91638,110.87
247.692,7.30782,110.87
248.301,6.69925,110.87
248.909,6.09068,110.87
249.518,5.48212,110.87
250.126,4.87355,110.87
250.735,4.26498,110.87
251.344,3.65642,110.87
251.952,3.04784,110.87
252.561,2.43927,110.87
253.169,1.8307,110.87
253.778,1.22214,110.87
254.386,0.613571,110.87
254.995,0.00500488,110.87
0.005,254.995,110.017
0.613568,254.386,110.017
1.22214,253.778,110.017
1.8307,253.169,110.017
2.43927,252.561,110.017
3.04784,251.952,110.017
3.65641,251.344,110.017
4.26498,250.735,110.017
4.87354,250.126,110.017
5.48211,249.518,110.017
6.09068,248.909,110.017
6.69925,248.301,110.017
7.30782,247.692,110.017
7.91638,247.084,110.017
8.52495,246.475,110.017
9.13352,245.866,110.017
9.74209,245.258,110.017
10.3507,244.649,110.017
10.9592,244.041,110.017
11.5678,243.432,110.017
12.1764,242.824,110.017
12.7849,242.215,110.017
13.3935,241.607,110.017
14.0021,240.998,110.017
14.6106,240.389,110.017
15.2192,239.781,110.017
15.8278,239.172,110.017
16.4363,238.564,110.017
17.0449,237.955,110.017
17.6535,237.347,110.017
18.262,236.738,110.017
18.8706,236.129,110.017
19.4792,235.521,110.017
20.0877,234.912,110.017
20.6963,234.304,110.017
21.3049,233.695,110.017
21.9134,233.087,110.017
22.522,232.478,110.017
23.1306,231.869,110.017
23.7392,231.261,110.017
24.3477,230.652,110.017
24.9563,230.044,110.017
25.5649,229.435,110.017
26.1734,228.827,110.017
26.782,228.218,110.017
27.3906,227.609,110.017
27.9991,227.001,110.017
28.6077,226.392,110.017
29.2163,225.784,110.017
29.8248,225.175,110.017
30.4334,224.567,110.017
31.042,223.958,110.017
31.6505,223.349,110.017
32.2591,222.741,110.017
32.8677,222.132,110.017
33.4762,221.524,110.017
34.0848,220.915,110.017
34.6934,220.307,110.017
35.3019,219.698,110.017
35.9105,219.089,110.017
36.5191,218.481,110.017
37.1277,217.872,110.017
37.7362,217.264,110.017
38.3448,216.655,110.017
38.9534,216.047,110.017
39.5619,215.438,110.017
40.1705,214.83,110.017
40.7791,214.221,110.017
41.3876,213.612,110.017
41.9962,213.004,110.017
42.6048,212.395,110.017
43.2133,211.787,110.017
43.8219,211.178,110.017
44.4305,210.57,110.017
45.039,209.961,110.017
45.6476,209.352,110.017
46.2562,208.744,110.017
46.8647,208.135,110.017
47.4733,207.527,110.017
48.0819,206.918,110.017
48.6904,206.31,110.017
49.299,205.701,110.017
49.9076,205.092,110.017
50.5161,204.484,110.017
51.1247,203.875,110.017
51.7333,203.267,110.017
52.3418,202.658,110.017
52.9504,202.05,110.017
53.559,201.441,110.017
54.1676,200.832,110.017
54.7761,200.224,110.017
55.3847,199.615,110.017
55.9933,199.007,110.017
56.6018,198.398,110.017
57.2104,197.79,110.017
57.819,197.181,110.017
58.4275,196.572,110.017
59.0361,195.964,110.017
59.6447,195.355,110.017
60.2532,194.747,110.017
60.8618,194.138,110.017
61.4704,193.53,110.017
62.0789,192.921,110.017
62.6875,192.312,110.017
63.2961,191.704,110.017
63.9046,191.095,110.017
64.5132,190.487,110.017
65.1218,189.878,110.017
65.7303,189.27,110.017
66.3389,188.661,110.017
66.9475,188.053,110.017
67.5561,187.444,110.017
68.1646,186.835,110.017
68.7732,186.227,110.017
69.3818,185.618,110.017
69.9903,185.01,110.017
70.5989,184.401,110.017
71.2075,183.793,110.017
71.816,183.184,110.017
72.4246,182.575,110.017
73.0332,181.967,110.017
73.6417,181.358,110.017
74.2503,180.75,110.017
74.8589,180.141,110.017
75.4674,179.533,110.017
76.076,178.924,110.017
76.6846,178.315,110.017
77.2931,177.707,110.017
77.9017,177.098,110.017
78.5103,176.49,110.017
79.1188,175.881,110.017
79.7274,175.273,110.017
80.336,174.664,110.017
80.9445,174.055,110.017
81.5531,173.447,110.017
82.1617,172.838,110.017
82.7702,172.23,110.017
83.3788,171.621,110.017
83.9874,171.013,110.017
84.596,170.404,110.017
85.2045,169.795,110.017
85.8131,169.187,110.017
86.4217,168.578,110.017
87.0302,167.97,110.017
87.6388,167.361,110.017
88.2474,166.753,110.017
88.8559,166.144,110.017
89.4645,165.535,110.017
90.0731,164.927,110.017
90.6816,164.318,110.017
91.2902,163.71,110.017
91.8988,163.101,110.017
92.5073,162.493,110.017
93.1159,161.884,110.017
93.7245,161.276,110.017
94.333,160.667,110.017
94.9416,160.058,110.017
95.5502,159.45,110.017
96.1587,158.841,110.017
96.7673,158.233,110.017
97.3759,157.624,110.017
97.9845,157.016,110.017
98.593,156.407,110.017
99.2016,155.798,110.017
99.8102,155.19,110.017
100.419,154.581,110.017
101.027,153.973,110.017
101.636,153.364,110.017
102.244,152.756,110.017
102.853,152.147,110.017
103.462,151.538,110.017
104.07,150.93,110.017
104.679,150.321,110.017
105.287,149.713,110.017
105.896,149.104,110.017
106.504,148.496,110.017
107.113,147.887,110.017
107.722,147.278,110.017
108.33,146.67,110.017
108.939,146.061,110.017
109.547,145.453,110.017
110.156,144.844,110.017
110.764,144.236,110.017
111.373,143.627,110.017
111.982,143.018,110.017
112.59,142.41,110.017
113.199,141.801,110.017
113.807,141.193,110.017
114.416,140.584,110.017
115.024,139.976,110.017
115.633,139.367,110.017
116.241,138.759,110.017
116.85,138.15,110.017
117.459,137.541,110.017
118.067,136.933,110.017
118.676,136.324,110.017
119.284,135.716,110.017
119.893,135.107,110.017
120.501,134.499,110.017
121.11,133.89,110.017
121.719,133.281,110.017
122.327,132.673,110.017
122.936,132.064,110.017
123.544,131.456,110.017
124.153,130.847,110.017
124.761,130.239,110.017
125.37,129.63,110.017
125.979,129.021,110.017
126.587,128.413,110.017
127.196,127.804,110.017
127.804,127.196,110.017
128.413,126.587,110.017
129.021,125.979,110.017
129.63,125.37,110.017
130.239,124.761,110.017
130.847,124.153,110.017
131.456,123.544,110.017
132.064,122.936,110.017
132.673,122.327,110.017
133.281,121.719,110.017
133.89,121.11,110.017
134.499,120.501,110.017
135.107,119.893,110.017
135.716,119.284,110.017
136.324,118.676,110.017
136.933,118.067,110.017
137.541,117.459,110.017
138.15,116.85,110.017
138.758,116.242,110.017
139.367,115.633,110.017
139.976,115.024,110.017
140.584,114.416,110.017
141.193,113.807,110.017
141.801,113.199,110.017
142.41,112.59,110.017
143.018,111.982,110.017
